Refseq_ID,Exosome,Nucleus,Nucleoplasm,Chromatin,Cytoplasm,Nucleolus,Cytosol,Membrane,Ribosome
NM_001351850.2,1,1,1,1,0,0,1,1,0
XM_006712628.3,1,0,0,0,0,0,1,0,0
XM_011542297.3,1,1,0,0,0,0,0,0,0
XM_024452995.1,1,1,1,1,0,1,1,1,0
XM_005254792.5,1,0,1,0,0,0,0,0,0
NR_028049.2,1,1,0,1,0,0,1,1,0
NM_023935.3,1,1,1,1,0,1,0,1,1
XM_005252111.4,1,1,1,1,0,1,1,1,0
NM_003786.4,1,1,0,0,0,0,0,1,0
NM_016335.6,1,0,0,0,0,0,0,0,0
NM_198271.5,1,0,0,0,0,0,0,0,0
XM_011242367.2,0,0,0,0,1,0,0,0,0
NM_176928.1,0,1,0,0,0,0,0,0,0
NM_001377331.1,1,1,1,0,0,0,0,0,0
XM_024453212.1,1,1,1,1,0,0,1,1,1
NR_130900.2,1,0,1,1,0,0,0,0,0
XR_001746162.2,1,1,1,1,0,0,0,1,1
NM_000550.3,1,0,0,0,0,0,0,0,0
NM_001367797.1,1,1,0,0,0,0,0,0,1
NM_202001.3,1,1,1,1,0,1,1,0,1
XM_011540685.2,1,0,0,0,0,0,0,0,0
XM_017010522.2,1,0,0,0,0,0,0,0,0
NM_000358.3,1,1,0,0,0,0,1,0,0
NM_001371072.1,1,0,0,0,0,0,1,0,0
XR_004937468.1,0,1,0,0,0,0,0,0,0
NR_138088.2,1,0,0,0,0,0,0,0,0
NM_018860.4,1,0,0,0,0,0,0,0,0
NM_001201965.2,1,1,1,0,0,1,1,0,0
XM_017027411.2,1,0,0,0,0,0,1,0,0
NM_031435.4,1,1,1,0,1,0,0,0,0
NM_001307937.2,1,1,1,1,0,0,1,1,1
NM_001287504.2,1,1,1,1,0,0,1,1,1
NM_001363622.1,1,0,1,0,0,1,1,0,0
NM_001174168.3,1,1,1,1,0,1,1,0,0
NM_153175.3,0,0,0,0,1,0,0,0,0
XM_017001369.1,1,1,1,1,0,1,1,0,1
NR_135118.2,1,1,1,1,0,0,1,0,1
NM_001393356.1,1,1,1,1,0,1,1,1,1
NR_163827.1,0,1,0,0,0,0,0,0,0
NR_163871.1,1,1,0,0,0,1,1,0,0
XM_017028847.2,1,0,1,1,0,1,1,1,0
NM_024993.6,1,1,0,0,0,0,1,1,0
XM_036163554.1,0,1,0,0,0,0,0,0,0
NM_014916.4,1,1,1,1,0,1,1,1,0
XM_017017802.1,1,1,1,1,0,1,1,0,0
XM_024447293.1,1,1,1,1,0,1,0,1,0
NM_180662.2,0,0,0,0,1,0,0,0,0
XM_006722706.3,1,1,1,1,0,1,1,0,0
NM_001350593.2,1,1,1,1,0,1,1,1,0
XM_024448721.1,1,1,1,1,0,0,0,0,0
XR_001746414.2,1,0,0,0,0,0,0,0,0
NR_160800.1,1,0,0,0,0,0,0,0,0
XM_017017063.1,1,1,0,0,0,0,0,0,0
XM_017001689.1,1,1,1,1,0,1,0,1,0
XM_017023055.2,1,1,1,1,0,1,1,0,1
XR_004939579.1,0,0,0,0,1,0,0,0,0
XM_011532553.2,1,0,0,0,0,0,0,0,0
XM_005273337.1,1,1,0,0,1,0,0,0,0
XM_036157551.1,0,0,0,0,1,0,0,0,0
NM_033259.3,1,0,0,0,0,0,0,0,0
XR_002956957.1,1,1,0,1,0,0,0,0,1
XM_011511916.2,1,0,0,0,0,0,0,1,0
NM_016044.3,1,0,0,0,0,1,0,0,1
XM_006717685.4,1,0,0,0,0,0,1,0,0
NR_104396.2,1,1,1,1,0,1,1,1,0
XM_011509345.3,1,0,0,0,0,0,0,0,0
NM_001042706.3,1,0,0,0,0,0,0,0,0
NM_001256383.1,1,0,0,0,0,0,0,0,0
NM_003404.5,1,1,1,1,0,1,1,0,1
XM_017026473.1,1,1,0,0,1,0,0,0,0
XM_017019973.2,1,0,0,1,0,0,1,0,1
XM_024449549.1,1,0,1,0,0,1,1,0,1
NM_001387047.1,0,1,0,0,0,0,1,0,0
XR_377291.5,0,1,0,0,0,0,0,0,0
NM_001201548.2,1,1,1,0,1,0,0,0,0
XM_011517462.3,1,0,0,0,0,0,0,0,0
XM_017024663.2,1,1,1,1,0,1,1,1,1
NM_145981.3,0,0,0,0,1,0,0,0,0
XM_017025374.2,1,1,1,1,1,1,1,0,1
XM_005274051.2,1,1,1,1,0,1,1,1,0
NM_000209.4,1,0,0,0,0,0,0,0,0
XM_024448502.1,1,1,1,1,0,1,1,0,1
NM_001287510.2,1,0,0,0,0,0,0,0,1
NM_001351270.2,1,1,1,1,0,1,1,1,0
XM_011536422.2,1,0,0,0,0,0,0,0,0
NM_033317.5,1,0,0,0,0,0,0,0,1
XR_385993.5,0,1,0,0,0,0,0,0,0
XM_011539501.2,1,1,1,1,0,0,1,0,1
NM_016616.5,1,0,0,0,0,0,0,0,0
XM_011518626.3,1,0,0,0,0,0,1,0,1
NR_038321.2,1,1,1,0,0,0,0,0,0
XR_001746248.1,1,1,1,1,1,0,1,0,1
NM_001328609.2,1,0,0,0,0,0,0,0,0
XR_004936063.1,0,1,0,0,0,0,0,0,0
NM_001195243.2,1,0,0,0,0,0,0,0,0
NM_001330553.2,1,0,0,0,0,0,0,0,0
NM_001256387.2,1,0,0,0,0,0,1,0,0
NR_047621.1,1,1,0,0,1,0,1,0,0
XM_017021683.2,1,1,0,1,0,0,1,0,0
XM_006530882.5,0,1,0,0,0,0,0,0,0
XM_036161384.1,0,0,0,0,1,0,0,0,0
XM_006720768.4,1,1,0,1,0,1,0,1,0
NM_194251.3,1,0,0,0,0,0,0,0,0
XR_002959598.1,1,1,1,0,0,0,0,0,0
NM_001048249.4,1,0,0,0,0,0,0,0,1
NM_001330505.3,1,1,1,1,1,0,1,0,0
NR_165153.1,1,1,0,0,0,0,1,0,0
NM_014068.3,1,0,0,0,0,0,1,0,0
XM_024449705.1,1,0,0,0,0,0,1,0,0
NM_001367178.1,1,1,0,0,0,1,0,0,1
NM_001366019.2,1,1,1,1,0,1,1,1,1
XM_036156919.1,0,0,0,0,1,0,0,0,0
NM_003088.4,1,1,1,1,0,1,1,0,1
NM_181654.4,1,0,0,0,0,0,0,0,0
XR_001783756.3,0,1,0,0,0,0,0,0,0
XM_011529610.2,1,0,0,0,0,0,0,0,0
XM_005263557.4,1,1,0,1,0,0,1,1,0
NM_176876.3,1,0,0,0,0,0,0,0,0
NM_001290205.2,1,1,1,1,0,1,1,0,1
XM_011517683.2,1,1,0,1,0,0,1,0,1
NM_004497.3,1,0,1,0,0,0,1,0,0
NM_001376699.1,1,0,0,0,0,0,0,0,0
XM_011509350.3,1,1,0,0,0,0,1,1,0
XM_011249532.4,0,1,0,0,0,0,0,0,0
NM_001376330.1,1,1,1,1,0,0,1,0,0
XM_005270157.4,1,1,1,1,0,0,1,1,1
XM_017011473.2,1,1,1,1,0,0,0,0,0
XM_017010988.2,1,1,1,0,0,0,1,1,0
NM_001387037.1,1,1,0,0,0,0,1,1,1
XR_002956167.1,1,1,1,1,0,1,1,1,0
XM_017012663.2,1,0,0,0,0,0,0,0,0
NM_001370660.1,1,1,1,1,0,1,1,1,0
XM_011527132.3,1,0,0,0,0,0,0,0,0
NM_032177.4,1,0,0,0,0,0,0,0,1
XM_011523282.2,1,1,1,1,0,0,1,0,0
NM_001375479.1,1,1,1,1,0,1,1,0,1
XM_017023105.2,1,1,1,1,0,1,1,0,0
XM_011240733.3,1,0,0,0,0,0,0,0,0
NM_002373.6,1,0,1,0,0,1,0,0,0
NM_002739.5,1,0,0,0,0,0,1,0,0
XR_001751083.2,1,1,0,1,0,0,1,1,0
XM_011518275.2,1,1,0,0,1,0,0,0,0
NR_145965.2,1,1,1,1,0,1,1,1,0
XM_011523050.3,1,1,1,0,0,1,1,0,1
NM_001034956.2,1,1,1,1,1,1,1,1,0
XM_017008741.2,1,1,0,0,0,0,0,1,0
NM_001278464.2,1,1,1,1,0,1,1,0,1
NM_153719.4,1,1,1,1,0,0,1,1,1
NM_001324240.2,1,0,1,1,0,0,1,0,1
NM_001331019.2,1,1,1,0,0,0,0,0,1
NM_001310451.1,0,0,0,0,1,0,0,0,0
NM_009630.3,0,0,0,0,1,0,0,0,0
XM_036163127.1,0,1,0,0,0,0,0,0,0
XR_001738866.2,1,1,0,1,0,0,1,0,0
NM_001321522.2,1,0,0,1,0,1,0,0,0
XR_001738850.1,1,1,0,0,0,0,1,0,0
XM_006712253.1,1,0,0,1,0,0,0,0,0
NM_001356403.1,0,1,0,0,0,0,0,0,0
NM_001365661.1,1,1,1,1,0,1,1,0,0
XM_005245070.2,1,0,0,0,0,0,0,0,0
XM_017026322.1,0,0,0,0,0,0,1,0,0
NM_001007022.3,1,1,0,0,0,0,0,0,0
XM_011531668.2,1,0,0,0,0,0,0,0,0
NM_001304787.2,1,0,0,0,0,0,0,0,0
XM_006712797.3,1,1,1,1,0,1,1,1,1
XM_017020173.2,1,1,0,0,0,0,0,0,0
NM_001301746.2,1,1,1,1,0,1,0,0,0
XR_001748819.1,1,1,1,1,0,1,1,0,0
NM_001110197.1,0,1,0,0,0,0,0,0,0
NR_145132.2,1,1,0,0,0,0,0,0,0
NM_001278182.2,1,0,0,0,0,0,0,0,0
XR_002958775.1,1,0,1,0,0,0,1,0,1
XM_017000294.2,1,0,0,0,0,0,1,0,0
XM_024449802.1,1,1,0,0,0,1,0,0,0
XM_017016038.1,1,0,0,0,0,0,0,0,0
NM_001320153.3,1,1,1,1,0,1,1,1,0
XM_011513087.2,1,1,0,0,0,0,0,1,0
XM_036164788.1,0,0,0,0,1,0,0,0,0
XM_024447173.1,1,1,1,1,0,0,1,0,1
NM_001078.4,1,0,0,0,0,0,0,0,0
NR_133009.2,1,0,1,1,0,0,1,0,0
NM_001281746.2,1,0,0,0,0,0,1,0,0
XR_004938074.1,0,1,0,0,0,0,0,0,0
XR_001752008.2,1,1,1,1,0,1,1,0,0
XR_001744894.2,1,0,0,0,0,0,1,0,0
NM_013912.4,1,0,0,0,0,0,0,0,0
XM_006523640.5,0,1,0,0,0,0,0,0,0
XM_024448257.1,1,0,0,0,0,0,0,0,0
XM_006506873.3,0,1,0,0,0,0,0,0,0
XR_940367.3,1,1,1,1,0,1,0,0,1
XM_011545529.1,1,0,0,0,0,1,0,0,0
XM_006722994.2,1,1,1,1,0,1,1,1,1
XM_011512958.3,1,1,1,1,0,0,1,0,1
NM_005063.5,1,1,1,1,0,1,0,1,1
XM_011528429.2,1,0,0,0,0,0,0,0,0
NM_145641.3,1,1,0,0,0,0,0,0,0
XM_006506146.2,0,1,0,0,0,0,0,0,0
XM_036156408.1,0,1,0,0,0,0,0,0,0
NR_161301.1,1,0,0,0,0,0,0,0,0
XM_017005695.2,1,0,0,0,0,0,1,0,0
XR_001750416.1,1,1,1,1,0,0,1,1,0
XM_036164046.1,0,0,0,0,1,0,0,0,0
NM_001145176.2,1,0,0,0,0,0,0,0,0
XM_017003321.1,1,1,0,0,1,1,0,0,0
NM_001010980.5,1,1,0,0,0,0,0,0,0
NM_001384941.1,1,1,1,1,0,1,1,0,0
NM_198443.2,1,0,0,0,0,0,0,0,0
NM_005103.5,1,1,1,0,1,0,1,0,0
NM_001350631.2,1,1,1,1,0,0,1,1,0
XM_006501223.5,0,1,0,0,0,0,0,0,0
XM_017000137.1,1,1,1,1,0,0,0,0,0
XM_024451398.1,1,1,1,1,0,0,0,0,0
XR_001743626.2,1,1,1,1,0,1,1,0,0
NM_052997.3,1,0,0,0,0,0,0,0,0
XM_017023476.1,1,1,1,1,0,0,1,0,1
XR_243043.3,1,1,0,1,0,0,0,0,0
NM_001382299.1,1,1,1,1,0,0,1,1,1
NM_001031667.1,0,0,0,0,1,0,0,0,0
XM_011523309.2,1,1,0,0,0,0,1,1,0
NM_203453.5,1,1,0,0,0,0,0,0,1
NM_001277372.4,1,0,0,0,0,0,0,0,0
XR_001746176.1,1,1,1,1,0,1,0,0,1
XM_017318409.3,1,0,0,0,0,0,0,0,0
NM_057090.3,1,1,0,0,0,0,0,0,0
NM_001366391.2,1,0,0,0,0,0,0,0,0
XM_011543567.3,1,1,0,0,0,0,1,0,0
NM_001369411.1,1,1,1,1,0,1,1,0,1
NM_015340.4,1,1,1,1,0,1,1,0,0
NM_015669.5,1,0,0,0,0,0,0,0,0
NM_201651.3,1,0,0,0,0,0,0,0,0
NM_001146099.1,1,1,0,0,0,0,1,0,0
NM_000269.3,1,1,1,1,0,0,1,1,1
NM_001371414.1,1,0,0,0,0,0,0,0,0
NM_018059.5,1,0,0,1,0,1,0,0,0
NM_001256917.2,1,0,0,0,0,1,0,0,0
NM_001557.4,1,0,0,0,0,0,0,0,0
XM_024453187.1,1,1,1,1,0,1,1,0,1
NM_019858.2,1,1,0,0,0,0,0,0,0
XM_024446423.1,1,0,0,0,0,0,1,0,0
XM_036161063.1,1,1,0,0,0,0,0,0,0
NM_001353651.2,1,1,1,1,0,1,1,0,0
NM_001122957.4,0,0,0,0,0,0,0,0,1
XM_005253170.3,1,1,1,1,0,0,0,0,0
XM_006714897.2,1,0,0,0,0,0,0,0,0
NM_002133.3,1,0,0,0,0,0,0,0,0
NM_001040445.3,1,1,1,1,0,1,1,0,1
NM_001281299.2,1,1,0,0,0,1,1,0,1
XM_017010523.2,1,0,0,0,0,0,0,0,0
NM_001304464.2,1,1,1,0,0,0,1,0,1
XM_017029934.1,1,0,0,1,0,0,0,0,0
NR_161261.1,1,0,0,0,0,0,0,0,0
XR_001744690.2,1,0,0,0,0,0,0,0,0
XM_011536224.1,1,1,1,1,0,1,1,1,0
XM_017029332.1,1,0,0,0,0,0,0,0,0
XM_011522621.2,1,1,0,1,0,1,1,0,0
XM_006713384.3,1,1,1,0,0,1,0,0,0
NM_001388183.1,1,1,1,1,0,1,1,0,0
NM_001318192.2,1,0,1,1,0,1,0,0,0
XM_017013232.1,1,1,0,0,0,0,1,1,0
NM_001039084.1,0,1,0,0,0,0,0,0,0
XM_011534994.2,1,0,1,1,0,0,0,0,0
NM_001316312.2,1,0,0,0,0,0,0,0,0
NM_016739.3,1,1,0,0,0,0,0,0,0
XM_011534741.2,1,0,0,0,0,0,0,0,0
XM_024447495.1,1,0,0,0,0,0,1,0,0
NM_001320862.2,1,0,0,0,0,0,1,0,0
NM_008551.2,0,0,0,0,1,0,0,0,0
NM_001317949.2,1,0,0,1,0,0,0,0,0
NM_007475.5,1,0,0,0,0,0,0,0,0
NM_001288721.2,1,1,1,1,0,0,0,0,1
NM_001348398.2,1,1,1,1,0,0,0,0,1
XM_017013955.2,1,1,1,1,0,0,1,0,1
XM_017018116.1,1,0,0,0,0,0,0,0,0
NM_001350102.2,1,1,1,1,0,1,1,1,0
NM_014043.4,1,1,1,0,0,0,1,0,1
XM_036153536.1,0,0,0,0,1,0,0,0,0
NM_001375868.1,1,0,0,0,0,0,1,0,0
XM_011515479.2,1,1,0,0,0,0,1,1,0
NM_001907.3,1,0,0,0,0,1,0,0,0
NM_001329745.2,1,0,0,0,0,0,0,0,1
XM_005255741.4,1,0,0,0,0,0,0,0,0
XM_011526463.3,1,0,0,0,0,0,0,0,0
NM_001382633.1,1,0,0,0,0,0,0,1,1
XM_017029387.2,1,1,1,1,0,1,1,0,0
NM_033380.3,1,1,1,0,0,0,1,1,1
NM_001388319.1,1,0,1,1,0,1,1,1,0
XM_011518418.2,1,1,1,1,0,0,1,1,1
XM_030246435.1,1,1,0,0,0,0,0,0,0
XM_017016537.2,1,0,0,0,0,0,0,0,0
NM_001388020.1,1,1,1,1,0,1,1,0,0
NM_001271799.1,0,0,0,0,1,0,0,0,0
NM_023144.2,1,0,0,0,0,0,0,0,0
XM_024446413.1,1,1,0,1,0,0,1,0,0
XM_011543696.3,1,1,0,0,0,0,1,0,0
NM_001159711.1,0,1,0,0,0,0,0,0,0
NR_033357.2,1,0,0,0,0,0,0,0,0
NM_001257191.3,1,1,1,1,0,0,1,0,1
XM_017012983.2,1,1,0,0,0,1,1,0,0
XM_011510496.3,1,1,0,1,0,1,1,0,0
NM_001387889.1,1,1,1,1,0,1,1,1,0
XR_931888.2,1,1,1,0,0,0,0,0,1
XM_011513067.3,1,1,0,0,0,0,1,0,1
NR_160740.1,1,1,0,1,0,0,0,0,0
XM_011529706.3,1,1,1,1,0,1,1,0,1
NM_030824.3,1,0,1,0,0,0,1,0,0
XM_036159107.1,0,1,0,0,0,0,0,0,0
NM_001321648.2,1,1,1,0,0,0,0,0,1
NR_165368.1,1,1,1,1,1,1,1,0,1
XM_017019842.1,1,0,0,0,0,0,0,0,0
NM_001303418.2,1,1,0,1,0,1,1,0,1
XR_005419384.1,1,1,1,1,0,1,1,1,0
NM_030764.4,1,0,0,0,0,0,0,0,0
NM_001370561.1,1,1,1,1,0,1,1,1,0
NM_013603.2,0,0,0,0,1,0,0,0,0
NM_024205.2,1,1,0,0,0,0,0,0,0
XM_011520206.2,1,1,1,1,0,1,1,0,1
NM_025009.5,1,1,1,1,0,1,1,1,0
NM_175255.3,0,1,0,0,0,0,0,0,0
NM_001362517.1,1,1,1,0,0,0,1,0,0
NM_175314.4,1,0,0,0,0,0,0,0,0
XM_017011227.1,1,1,1,1,1,1,1,0,1
XM_011537665.2,1,1,1,1,0,0,1,0,0
XR_001755207.1,1,0,0,0,0,0,0,0,0
XM_011545358.3,1,0,0,0,0,0,0,0,0
XM_024449836.1,1,1,0,1,0,0,1,1,0
NM_001145399.3,1,0,0,0,0,0,0,0,0
NM_005869.4,1,1,1,1,0,1,1,0,0
XM_017023446.1,1,0,0,0,0,0,0,0,0
XM_036153702.1,0,1,0,0,0,0,0,0,0
XM_036156904.1,0,0,0,0,1,0,0,0,0
NM_182647.4,1,0,0,0,0,0,0,0,0
NM_001282769.2,1,1,0,0,0,0,1,1,0
NM_001321703.2,1,1,1,1,0,1,1,1,1
XM_006713775.3,1,1,1,1,0,1,1,0,1
XM_017027264.1,1,0,1,0,0,0,1,0,0
NM_001351051.2,1,1,1,1,1,1,1,1,1
NM_001371446.1,1,1,0,1,0,0,0,0,0
XM_011516266.3,1,1,0,0,0,1,1,0,0
NM_001199256.3,1,1,1,0,0,1,0,0,0
XM_011509590.2,1,1,0,0,0,0,0,0,1
XM_011526175.2,1,0,0,0,0,0,0,0,0
NM_001347189.1,1,0,0,0,0,0,0,0,0
XM_024452854.1,1,0,0,0,0,0,0,1,0
XM_017025559.1,1,0,0,0,0,0,0,0,0
NM_006626.6,1,0,0,0,0,0,0,0,0
XR_929142.2,1,0,0,1,0,1,1,0,0
XM_030245929.2,0,1,0,0,0,0,0,0,0
XM_017022372.1,1,1,0,0,1,0,0,0,0
XM_024452840.1,1,0,0,0,0,0,0,0,0
XM_011245805.3,0,1,0,0,0,0,0,0,0
NM_001350268.2,0,0,0,1,0,0,1,0,0
XM_011544795.1,1,1,1,1,0,1,1,1,0
XM_017029973.1,1,0,0,0,0,0,1,0,0
NM_004558.5,1,1,0,0,1,1,0,0,1
NM_001166419.2,1,1,1,1,0,1,1,0,1
XR_001737302.2,1,1,1,1,0,1,1,0,1
NM_001320513.2,1,0,0,0,0,1,1,1,0
NR_171548.1,1,1,1,1,0,1,1,0,0
NM_181510.3,1,1,0,0,1,0,0,0,0
XM_017021840.2,1,1,1,1,0,1,1,1,1
NM_001363137.1,1,1,1,1,0,1,0,0,1
XM_017005398.2,1,1,1,1,0,1,0,1,0
NM_009586.5,1,1,0,0,0,0,0,0,0
NM_207561.2,0,0,0,0,1,0,0,0,0
NM_001355221.1,1,0,0,0,0,0,0,0,0
XM_011540724.1,1,1,0,0,0,0,1,0,0
NM_007482.3,0,0,0,0,1,0,0,0,0
NM_001360829.1,0,1,0,0,0,0,0,0,0
NM_030571.4,1,0,1,1,0,0,0,0,1
NR_170683.1,1,1,1,0,0,1,0,0,0
XM_017029185.1,1,0,0,0,0,0,0,0,0
XM_017008041.1,1,0,0,0,0,0,0,0,0
XR_868283.3,0,0,0,0,1,0,0,0,0
XM_024447784.1,1,1,1,1,0,1,1,1,1
NM_031866.3,1,0,0,0,0,0,0,0,0
XM_024448400.1,1,1,0,0,0,0,0,0,0
NR_134473.2,1,1,1,1,0,1,0,0,1
NM_181868.2,1,1,1,0,1,1,0,0,0
NR_153768.1,0,0,0,0,1,0,0,0,0
XR_001743294.2,1,1,1,1,0,1,1,1,0
XM_024450304.1,1,0,0,0,1,0,0,0,0
NM_001252658.1,0,1,0,0,0,0,0,0,0
XM_017025184.1,1,1,1,1,0,0,1,0,1
XM_024452279.1,1,1,0,1,0,1,1,1,1
XM_011528324.1,1,0,0,1,0,0,0,0,0
XM_011518783.3,1,0,0,0,0,0,0,0,0
XM_011540215.2,1,1,1,1,0,0,1,1,1
XM_011524940.2,1,1,0,1,0,1,1,1,0
NM_001170880.2,1,1,0,0,0,0,1,0,0
XM_011534941.2,1,0,0,0,0,0,1,0,0
NM_001321015.2,1,0,0,0,0,0,0,0,0
NM_005016.6,1,1,1,1,0,1,1,1,1
NM_001128933.3,1,1,0,0,1,0,1,0,0
XM_006531520.3,0,1,0,0,0,0,0,0,0
XM_005249494.5,1,0,1,1,0,1,1,0,0
NM_001288798.2,1,0,0,1,0,0,0,1,0
XM_017020768.1,1,1,0,0,0,1,1,1,0
NR_166196.1,1,0,0,0,0,0,0,0,1
XM_017006276.1,1,0,1,0,0,0,1,0,0
NM_001163942.2,1,0,0,0,0,0,0,0,0
NM_019056.7,1,0,0,0,0,0,0,0,1
XM_011532401.1,1,1,1,0,0,1,1,0,0
XM_017006064.2,1,0,0,0,0,0,1,0,0
NM_001190707.2,1,1,0,0,0,0,0,0,0
XR_001753638.2,1,1,1,0,0,0,0,0,1
NM_194312.4,1,0,0,0,0,0,0,0,0
NM_004457.5,1,1,1,1,0,1,1,1,1
XM_006540996.4,0,0,0,0,1,0,0,0,0
NM_015575.4,1,1,1,1,0,1,1,1,0
NM_001201480.2,1,1,1,1,0,1,1,1,0
NR_135060.2,1,0,0,0,0,0,1,0,1
XM_024451727.1,1,1,0,0,0,0,0,0,0
XM_011544553.2,1,1,1,1,0,1,1,1,1
NM_001290076.2,1,0,1,0,0,1,1,0,1
NM_016298.4,1,0,0,0,0,0,0,0,0
NM_001287596.2,1,1,0,0,0,0,1,0,0
NM_001258305.3,1,0,0,0,0,1,0,0,0
NR_151778.1,0,1,0,0,0,0,0,0,0
NM_001290253.2,0,0,0,0,0,0,1,0,0
XM_024451693.1,1,1,1,0,0,0,0,0,0
XR_001738968.2,1,1,1,1,0,1,1,1,0
XR_001752540.2,1,1,1,1,0,1,1,1,0
XM_005248014.5,1,1,0,0,0,0,0,0,0
XM_011536746.2,1,0,0,0,0,0,0,0,0
NM_001385167.1,1,0,0,0,0,0,0,0,0
XM_017320654.3,0,1,0,0,0,0,0,0,0
XM_017313314.3,0,1,0,0,0,0,0,0,0
XM_024452288.1,1,1,1,1,0,0,1,0,1
XR_924195.2,1,1,1,1,0,1,0,0,1
NM_018854.5,0,1,0,0,0,0,0,0,0
XM_017316512.3,0,1,0,0,0,0,0,0,0
NM_020186.3,1,1,1,0,0,1,0,1,1
NM_001348397.2,1,1,1,1,0,0,0,0,1
XR_001744514.1,1,1,0,0,1,0,1,0,0
XR_001751957.1,1,1,1,1,1,0,1,1,1
NM_001017966.2,0,1,0,0,0,0,0,0,0
NM_001363788.1,1,1,1,1,0,1,1,0,0
XM_006714822.4,1,0,1,1,0,0,1,0,0
NR_104024.2,1,1,1,1,0,1,0,1,1
XM_011544706.2,1,0,1,0,0,0,1,0,0
XM_017010197.2,1,1,0,0,0,0,0,0,0
NM_001330264.2,1,1,1,1,0,1,1,0,1
NM_001890.2,1,0,0,0,0,0,0,0,0
XM_006523055.4,1,1,0,0,0,0,0,0,0
NM_001369172.1,1,0,0,0,0,0,0,0,0
XR_002959294.1,1,1,1,1,0,1,1,0,0
XM_011532564.2,1,0,1,0,0,0,1,0,0
NM_001085437.3,1,0,0,0,0,0,0,0,0
XM_017019463.2,1,1,0,0,0,0,1,0,1
NM_024166.6,1,0,0,0,0,0,0,0,0
NM_001382516.1,1,1,1,1,0,0,1,1,1
XM_005246993.3,1,1,1,1,0,1,1,0,1
XM_011523731.2,1,0,0,0,0,0,0,0,1
XR_001737262.1,1,1,1,1,0,1,0,0,0
NM_001305242.2,1,0,1,1,0,0,0,0,1
NM_001005192.2,0,1,0,0,1,0,0,0,0
XR_004942539.1,0,1,0,0,0,0,0,0,0
NM_001329756.2,1,1,0,0,0,0,0,0,0
XM_030253229.1,1,0,0,0,0,0,0,0,0
XR_001751082.2,1,1,0,1,0,0,1,1,0
XM_011528276.2,1,1,1,1,0,1,1,0,0
XM_017313840.3,0,1,0,0,0,0,0,0,0
XM_036163788.1,0,1,0,0,0,0,0,0,0
NM_026235.4,0,0,0,0,1,0,0,0,0
XM_017005864.1,1,1,0,1,1,1,1,0,0
XM_035861098.1,1,0,0,0,0,0,0,0,0
NM_001297704.3,1,1,0,0,0,0,1,0,0
XR_004934799.1,0,1,0,0,0,0,0,0,0
XM_006711808.3,1,1,0,0,0,1,0,0,0
NM_001139504.1,0,0,0,0,1,0,0,0,0
XR_002956298.1,1,0,1,0,0,0,1,0,1
XR_375400.3,0,0,0,0,1,0,0,0,0
NM_002759.4,1,1,1,1,0,0,1,1,0
XM_011514159.2,1,0,0,0,0,0,1,0,0
NM_183376.3,1,1,1,0,0,0,0,0,0
XM_011538268.2,1,1,1,1,0,1,0,0,1
NM_018131.5,1,1,0,1,0,0,1,0,1
XR_001753652.2,1,1,1,1,0,1,1,0,0
XR_001741148.2,1,1,1,1,0,1,1,1,0
NM_001284396.2,1,0,0,0,0,0,0,0,0
XM_011247505.1,0,0,0,0,1,0,0,0,0
XR_001752585.1,1,0,0,0,0,1,0,0,0
NM_001365324.3,1,1,0,1,0,0,1,1,1
NM_001277173.2,1,0,0,0,0,0,0,0,0
NM_001135663.2,1,0,0,0,0,0,0,1,0
NM_020436.5,1,0,0,0,0,0,0,0,0
XR_002957649.1,1,0,1,1,0,0,1,0,1
NR_146929.2,1,1,0,1,0,0,1,0,0
XM_017317238.2,0,1,0,0,0,0,0,0,0
NM_015140.4,1,1,1,1,0,1,1,0,1
NM_001393538.1,1,1,0,0,1,0,0,0,0
XM_017008860.2,1,1,1,1,0,1,1,1,0
XM_017009954.2,1,1,1,0,0,1,1,0,1
XM_011510022.2,1,0,0,0,0,0,0,0,0
XM_017023856.2,1,0,1,1,0,0,0,0,0
NR_169818.1,1,1,1,1,0,1,1,0,0
NM_001281427.2,1,0,0,1,0,0,0,0,1
XM_017003904.1,1,0,0,0,0,0,1,0,0
NM_020135.3,1,1,1,0,0,0,1,0,1
XR_002956779.1,1,1,1,1,0,0,1,0,0
XM_017008503.1,1,1,1,1,0,1,1,1,0
XM_024451751.1,1,1,1,1,0,1,1,1,0
NM_001130413.4,1,0,0,0,0,0,0,0,0
NM_001321389.1,1,1,0,1,0,0,0,0,1
XM_017000551.2,1,1,1,1,0,1,1,1,1
NM_001005741.3,1,0,0,0,0,0,1,0,1
NM_015846.4,1,0,1,1,0,1,1,0,1
NM_001348721.2,1,0,0,0,0,0,0,0,0
XM_011532859.2,1,0,1,1,0,1,1,0,0
NM_012471.3,1,0,0,1,0,0,0,0,0
NM_001159595.1,0,1,0,0,0,0,0,0,0
XR_002959492.1,1,0,0,0,0,0,0,0,0
NM_001080495.3,1,1,1,1,0,1,1,1,0
NM_001010846.3,1,0,0,0,0,0,0,0,0
NM_019886.4,1,0,0,0,0,0,0,0,0
NM_001164527.1,1,0,0,0,0,0,0,0,0
NM_001359272.1,0,1,0,0,0,0,0,0,0
NM_001357581.1,1,0,0,0,0,0,0,0,0
NM_021795.2,1,1,0,1,0,0,1,1,0
XM_017019051.2,1,1,0,0,0,0,1,1,1
XR_383144.5,1,0,0,0,0,0,0,0,0
